,"CRIM","ZN","INDUS","CHAS","NOX","RM","AGE","DIS","RAD","TAX","PTRATIO","B","LSTAT","MEDV"
0,1.303995857418413,0.0,8.14,0.0,0.538,5.8246132364135175,99.06367559598742,3.989164245919397,4.0,307.0,21.0,376.65115162913577,16.972562496852852,14.056477913888775
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.403089436859744
2,12.10686169449916,0.0,18.1,0.0,0.679,6.720915608837346,92.41487470889776,1.8221680538668743,24.0,666.0,20.2,22.567009602884703,26.362227342500727,7.44734104210116
3,0.0166553254128965,97.74364694406128,1.7295280796528802,0.0,0.411,6.821076794375862,39.0784975747586,7.962869688062147,4.887182347203064,254.7590058192337,15.56255237646744,393.3512706111877,3.8800530552659,31.250265276329497
4,0.547784506541474,21.491181962751227,4.235430389369719,0.0,0.5810897572463958,5.875832339710709,65.06659658338187,3.004738691445048,4.701763607449754,269.0700186733542,14.789418355301471,393.3633035479373,9.486696452062708,23.12806003180527
5,0.1442061816732928,0.0,10.01,0.0,0.547,6.203041484443226,83.85007027943847,2.3638628123897862,6.0,432.0,17.8,390.0019340547751,10.417194088697356,18.65309425274567
6,0.4734721606458879,0.0,9.9,0.0,0.544,6.624283138826308,83.25648431814298,3.3623847362098167,4.0,304.0,18.4,396.7093029114681,5.287028264166192,22.957600899613123
7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.193458009991254
8,0.0645086331675085,0.0,2.46,0.0,0.488,6.1486780382273984,65.63056136675903,2.9522873848267133,3.0,193.0,17.8,391.8113339726408,11.373193493486124,32.76943863324097
9,15.428707763401038,0.0,18.1,0.0,0.7175406623225541,6.05774441892744,98.30634502760245,1.9125063450276023,24.0,666.0,20.2,8.716175183753913,25.691537121056744,8.552725654574125
10,2.0448643660851906,0.0,25.27869931492959,0.0,0.6059361402260535,5.226788543462334,97.97446783521713,1.728667165763755,9.106432956577612,699.5105258477004,20.12553216478289,317.46233095472854,28.842544995121276,10.423426995242814
11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.261787832801343
12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.699685853962336
13,0.0472379152420224,20.91819130198768,5.747987481376261,0.081808698012319,0.441045217450308,6.099047303887598,62.87728695298152,6.577683840118709,3.918191301987681,241.36382603975363,16.947255656422175,393.7548431242277,9.775232705611986,20.516361739602463
14,0.078366491987933,0.0,5.103242964361031,0.0,0.4839300065392494,5.997187009184678,68.5907035341676,3.397947076256579,4.162778141069411,278.1627781410694,18.865111256427763,395.4850950584073,10.143262761941592,19.59768488244216
15,22.9767864422655,0.0,18.1,0.0,0.7241826282314846,5.660162822139708,93.61154336950332,1.8112093926175443,24.0,666.0,20.2,393.2841420454981,21.32249680982285,9.759612385303535
16,7.262956741690125,0.0,18.1,0.0,0.6403557606095484,5.924929175669342,85.86567704422515,2.0026453627718404,24.0,666.0,20.2,334.8419639943817,25.792269075895355,12.482075818328262
17,0.2655402707936399,0.0,9.69,0.0,0.585,5.890291005400396,40.6750620098651,2.439852655658496,6.0,391.0,19.2,396.3964473808415,14.14934792322036,24.304716435783416
18,0.0274514290663879,95.0,2.68,0.0,0.4161,7.945231268419972,32.537565475436665,5.118,4.0,224.0,14.7,391.6436700078645,3.3361045324277674,49.26434752834231
19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.17409091920104
20,0.0196344405936181,84.23905489119039,3.5047185477294573,0.0,0.4247387073906662,6.848989579615083,24.047463477713908,7.845792418005442,3.391243912952318,350.0868658694285,16.925990260723708,393.32791522839534,5.3707713585475165,28.944058435657748
21,0.052935266928231,0.0,4.49,0.0,0.449,6.472610847589303,50.81015711814671,4.660853001571515,3.0,247.0,18.5,395.3041083032747,8.54797709937366,24.83671903938224
22,0.0687442818872223,80.0,1.91,0.0,0.413,5.773497938899209,20.928589548138824,10.5857,4.0,334.0,22.0,380.063860560591,7.046209199743451,19.171410451861178
23,0.0792103600525454,0.0,2.46,0.0,0.488,7.29648851511229,88.09425229959969,2.7823163206306964,3.0,193.0,17.8,396.0823006570296,6.827219973719721,36.95463074901807
24,0.2228900688451615,0.0,10.59,0.5439944923870792,0.489,6.043666858451106,53.2071928401032,3.972852667996554,4.0,277.0,18.6,392.7321016449188,13.722612131478622,23.31201101522584
25,7.739274667837729,0.0,18.1,0.0,0.6968996508179276,6.0487235257158325,97.7972326468186,1.8375642691771248,24.0,666.0,20.2,393.3448777862747,17.114429070260105,14.214185947979336
26,0.8445742201497515,0.0,8.14,0.0,0.538,6.015055196971938,89.69110759293223,4.054081922906387,4.0,307.0,21.0,392.0965031054694,13.732722919092271,19.486667478554104
27,0.0527613416511327,32.38245155934279,6.058996988220737,0.0,0.4327304085932238,6.568837074568068,41.57272261947648,5.806421008270538,7.0,329.1347957033881,16.504387110164302,392.9138984007144,9.50269591406776,22.33698925847025
